original,uniformat,equivalent
"Tarantelli, E",E Tarantelli,"['Tarantelli, E']"
"Nafziger, E Wayne",E Wayne Nafziger,"['Nafziger, E Wayne']"
"Wolfstetter, E",E Wolfstetter,"['Wolfstetter, E']"
"Eckard, E Woodrow, Jr",E Woodrow Eckard,"['Eckard, E Woodrow, Jr', 'E. Woodrow Eckard']"
E. A. Goldenweiser,E. A. Goldenweiser,['E. A. Goldenweiser']
E. A. J. Johnson,E. A. J. Johnson,['E. A. J. Johnson']
"Selvanathan, E. A.",E. A. Selvanathan,"['Selvanathan, E. A.', 'E. A. Selvanathan']"
E. B. A. St Cyr,E. B. A. St Cyr,['E. B. A. St Cyr']
E. B. Biggar,E. B. Biggar,['E. B. Biggar']
E. B. McNatt,E. B. McNatt,['E. B. McNatt']
E. B. Mittelman,E. B. Mittelman,['E. B. Mittelman']
E. B. Wilson,E. B. Wilson,['E. B. Wilson']
"Barone, E.",E. Barone,"['Barone, E.']"
E. Benj. Andrews,E. Benj. Andrews,['E. Benj. Andrews']
E. Benjamin Andrews,E. Benjamin Andrews,['E. Benjamin Andrews']
"Berglas, E.",E. Berglas,"['Berglas, E.']"
"Bleuze, E.",E. Bleuze,"['Bleuze, E.']"
E. Boehm-Bawerk,E. Boehm-Bawerk,['E. Boehm-Bawerk']
"Borensztein, E.",E. Borensztein,"['Borensztein, E.']"
E. Böhm-Bawerk,E. Böhm-Bawerk,['E. Böhm-Bawerk']
E. C. H. Veendorp,E. C. H. Veendorp,['E. C. H. Veendorp']
E. C. K. Gonner,E. C. K. Gonner,['E. C. K. Gonner']
"Kaplanis, E. C.",E. C. Kaplanis,"['Kaplanis, E. C.']"
"van der Heijden, E. C. M.",E. C. M. van der Heijden,"['van der Heijden, E. C. M.']"
"Perotti, E. C.",E. C. Perotti,"['Perotti, E. C.']"
E. Cary Brown,E. Cary Brown,['E. Cary Brown']
"Cavallo, E.",E. Cavallo,"['Cavallo, E.']"
"Christopher Zeeman, E.",E. Christopher Zeeman,"['Christopher Zeeman, E.']"
"Clement, E.",E. Clement,"['Clement, E.']"
E. Cummings,E. Cummings,"['E. Cummings', 'Cummings, D.']"
E. D. Gould,E. D. Gould,['E. D. Gould']
E. Dana Durand,E. Dana Durand,['E. Dana Durand']
"Dierker, E.",E. Dierker,"['Dierker, E.']"
E. E. Cummins,E. E. Cummins,['E. E. Cummins']
E. E. Lewis,E. E. Lewis,['E. E. Lewis']
E. E. Witte,E. E. Witte,['E. E. Witte']
"Zajac, E. E.",E. E. Zajac,"['Zajac, E. E.']"
"Ehrlich, E.",E. Ehrlich,"['Ehrlich, E.']"
"Rutström, E. Elisabet",E. Elisabet Rutström,"['Rutström, E. Elisabet', 'E. Elisabet Rutström']"
E. F. Beach,E. F. Beach,['E. F. Beach']
"Stephenson, E. Frank",E. Frank Stephenson,"['Stephenson, E. Frank']"
E. G. Drettakis,E. G. Drettakis,['E. G. Drettakis']
E. G. Nourse,E. G. Nourse,['E. G. Nourse']
E. G. West,E. G. West,"['E. G. West', 'West, E. G.']"
"Geyskens, E.",E. Geyskens,"['Geyskens, E.']"
"Ghysels, E.",E. Ghysels,"['Ghysels, E.']"
E. Glen Weyl,E. Glen Weyl,['E. Glen Weyl']
E. Glustoff,E. Glustoff,['E. Glustoff']
E. Gordon,E. Gordon,['E. Gordon']
E. Gordon Keith,E. Gordon Keith,['E. Gordon Keith']
E. Grebenik,E. Grebenik,['E. Grebenik']
"Grifell-Tatje, E.",E. Grifell-Tatje,"['Grifell-Tatje, E.']"
E. H. Chamberlin,E. H. Chamberlin,['E. H. Chamberlin']
E. H. Downey,E. H. Downey,['E. H. Downey']
E. H. Phelps Brown,E. H. Phelps Brown,['E. H. Phelps Brown']
"Kim, E. Han",E. Han Kim,"['Kim, E. Han', 'E. Han Kim', 'Kim, E Han', 'Han Kim, E.']"
E. Herbert Tinney,E. Herbert Tinney,"['E. Herbert Tinney', 'Tinney, E Herbert']"
"Introduction, E.",E. Introduction,"['Introduction, E.']"
E. J. Ashton,E. J. Ashton,['E. J. Ashton']
E. J. Broster,E. J. Broster,['E. J. Broster']
"Driffill, E. J.",E. J. Driffill,"['Driffill, E. J.']"
E. J. Mishan,E. J. Mishan,"['E. J. Mishan', 'Mishan, E. J.']"
E. J. Working,E. J. Working,['E. J. Working']
"Janeba, E.",E. Janeba,"['Janeba, E.']"
E. Jay Howenstine,E. Jay Howenstine,['E. Jay Howenstine']
E. Kleiman,E. Kleiman,['E. Kleiman']
E. Kuh,E. Kuh,['E. Kuh']
"Altman, E. L.",E. L. Altman,"['Altman, E. L.']"
E. L. Bogart,E. L. Bogart,['E. L. Bogart']
E. L. Thorndike,E. L. Thorndike,['E. L. Thorndike']
E. Lerdau,E. Lerdau,['E. Lerdau']
E. Levasseur,E. Levasseur,['E. Levasseur']
E. M. Bernstein,E. M. Bernstein,['E. M. Bernstein']
E. M. Chossudowsky,E. M. Chossudowsky,['E. M. Chossudowsky']
E. M. Hoover,E. M. Hoover,['E. M. Hoover']
E. M. Hugh-Jones,E. M. Hugh-Jones,['E. M. Hugh-Jones']
E. M. Patterson,E. M. Patterson,['E. M. Patterson']
"Truman, E. M.",E. M. Truman,"['Truman, E. M.']"
E. M. Winslow,E. M. Winslow,['E. M. Winslow']
E. Mammen,E. Mammen,"['E. Mammen', 'Mammen, E.']"
E. Mark Curtis,E. Mark Curtis,['E. Mark Curtis']
E. Maskin,E. Maskin,"['E. Maskin', 'Maskin, E.']"
E. Megan Kahn,E. Megan Kahn,['E. Megan Kahn']
"Miguel, E.",E. Miguel,"['Miguel, E.']"
"Cinar, E. Mine",E. Mine Cinar,"['Cinar, E. Mine']"
E. Muller,E. Muller,['E. Muller']
"Nelson, E.",E. Nelson,"['Nelson, E.']"
E. O. Merchant,E. O. Merchant,['E. O. Merchant']
E. P. Howrey,E. P. Howrey,['E. P. Howrey']
"Gardener, E. P. M.",E. P. M. Gardener,"['Gardener, E. P. M.']"
"Howrey, E. Philip",E. Philip Howrey,"['Howrey, E. Philip', 'Howrey, E Philip', 'E. Philip Howrey']"
"Jones, E. Philip",E. Philip Jones,"['Jones, E. Philip']"
E. Prescott,E. Prescott,['E. Prescott']
"Berndt, E. R.",E. R. Berndt,"['Berndt, E. R.']"
E. R. Canterbery,E. R. Canterbery,['E. R. Canterbery']
E. R. Hawkins,E. R. Hawkins,"['E. R. Hawkins', 'E. K. Hawkins']"
E. R. L. Gould,E. R. L. Gould,['E. R. L. Gould']
E. R. Weintraub,E. R. Weintraub,['E. R. Weintraub']
E. R. Wicker,E. R. Wicker,['E. R. Wicker']
"Dorsey, E. Ray",E. Ray Dorsey,"['Dorsey, E. Ray', 'E. Ray Dorsey']"
"Renault, E.",E. Renault,"['Renault, E.', 'E. Renault']"
"Percy, E. Richard",E. Richard Percy,"['Percy, E. Richard']"
E. Ronald Walker,E. Ronald Walker,['E. Ronald Walker']
"Ronchetti, E.",E. Ronchetti,"['Ronchetti, E.']"
E. Rothbarth,E. Rothbarth,['E. Rothbarth']
"Roy Weintraub, E.",E. Roy Weintraub,"['Roy Weintraub, E.', 'E. Roy Weintraub', 'Weintraub, E Roy']"
E. Roy Weintraub et al.,E. Roy Weintraub et al.,['E. Roy Weintraub et al.']
E. S. Furniss,E. S. Furniss,['E. S. Furniss']
E. S. Gregg,E. S. Gregg,['E. S. Gregg']
"Kirschen, E. S.",E. S. Kirschen,"['Kirschen, E. S.']"
E. S. Mason,E. S. Mason,['E. S. Mason']
E. S. Meade,E. S. Meade,['E. S. Meade']
E. S. Mills,E. S. Mills,['E. S. Mills']
E. S. Shaw,E. S. Shaw,['E. S. Shaw']
E. S. Simpson,E. S. Simpson,['E. S. Simpson']
"Soofi, E. S.",E. S. Soofi,"['Soofi, E. S.']"
"Sadoulet, E.",E. Sadoulet,"['Sadoulet, E.']"
"Scott Mayfield, E.",E. Scott Mayfield,"['Scott Mayfield, E.']"
E. Scott Maynes,E. Scott Maynes,['E. Scott Maynes']
E. Sheshinski,E. Sheshinski,['E. Sheshinski']
E. Sieper,E. Sieper,"['E. Sieper', 'Sieper, E.']"
E. Stuart Kirby,E. Stuart Kirby,['E. Stuart Kirby']
E. T. Grether,E. T. Grether,['E. T. Grether']
E. T. Hiller,E. T. Hiller,['E. T. Hiller']
E. T. Miller,E. T. Miller,['E. T. Miller']
E. T. Williams,E. T. Williams,['E. T. Williams']
"Trauwaert, E.",E. Trauwaert,"['Trauwaert, E.']"
E. Trubowitz,E. Trubowitz,['E. Trubowitz']
"Zenginobuz, E. Unal",E. Unal Zenginobuz,"['Zenginobuz, E. Unal']"
E. Vytlacil,E. Vytlacil,['E. Vytlacil']
E. W. Bemis,E. W. Bemis,['E. W. Bemis']
E. W. Kemmerer,E. W. Kemmerer,['E. W. Kemmerer']
E. W. Morehouse,E. W. Morehouse,['E. W. Morehouse']
E. William Dinkelacker,E. William Dinkelacker,['E. William Dinkelacker']
"Song, E. Young",E. Young Song,"['Song, E. Young']"
E. Zabel,E. Zabel,['E. Zabel']
E. v. Boehm-Bawerk,E. v. Boehm-Bawerk,['E. v. Boehm-Bawerk']
E. von Philippovich,E. von Philippovich,['E. von Philippovich']
"Phelps, E.S.",E.S. Phelps,"['Phelps, E.S.', 'E. S. Phelps', 'Phelps, E. S.']"
ED Hopkins,ED Hopkins,"['ED Hopkins', 'Hopkins, Ed', 'Ed Hopkins']"
Eamon M. Kelly,Eamon M. Kelly,['Eamon M. Kelly']
Earl A. Saliers,Earl A. Saliers,['Earl A. Saliers']
Earl A. Thompson,Earl A. Thompson,"['Earl A. Thompson', 'Thompson, Earl A', 'Thompson, Earl A.']"
"Benson, Earl D",Earl D Benson,"['Benson, Earl D']"
Earl Dean Howard,Earl Dean Howard,['Earl Dean Howard']
"Beach, Earl F",Earl F Beach,"['Beach, Earl F']"
"Cheit, Earl F",Earl F Cheit,"['Cheit, Earl F']"
"Grinols, Earl",Earl Grinols,"['Grinols, Earl']"
Earl J. Hamilton,Earl J. Hamilton,['Earl J. Hamilton']
Earl J. McGrath,Earl J. McGrath,['Earl J. McGrath']
Earl L. Grinols,Earl L. Grinols,"['Earl L. Grinols', 'Grinols, Earl L', 'Grinols, Earl L.', 'Grinols, Earl L']"
Earl O. Heady,Earl O. Heady,['Earl O. Heady']
"Brubaker, Earl R",Earl R Brubaker,"['Brubaker, Earl R']"
"Rolph, Earl R",Earl R Rolph,"['Rolph, Earl R', 'Earl R. Rolph']"
Earl R. Beckner,Earl R. Beckner,['Earl R. Beckner']
"Traynham, Earle C, Jr",Earle C Traynham,"['Traynham, Earle C, Jr']"
"Asem, Ebenezer",Ebenezer Asem,"['Asem, Ebenezer']"
"Feess, Eberhard",Eberhard Feess,"['Feess, Eberhard']"
"Mayerhofer, Eberhard",Eberhard Mayerhofer,"['Mayerhofer, Eberhard']"
Ebonya L. Washington,Ebonya L. Washington,['Ebonya L. Washington']
Ebonya Washington,Ebonya Washington,"['Ebonya Washington', 'Washington, Ebonya']"
Ebru Reis,Ebru Reis,"['Ebru Reis', 'Reis, Ebru']"
"Liu, Echu",Echu Liu,"['Liu, Echu']"
"Mildenstein, Eckart",Eckart  Mildenstein,"['Mildenstein, Eckart']"
"Jager, Eckart",Eckart Jager,"['Jager, Eckart']"
"Janeba, Eckhard",Eckhard Janeba,"['Janeba, Eckhard', 'Eckhard Janeba']"
"Platen, Eckhard",Eckhard Platen,"['Platen, Eckhard']"
"Siggel, Eckhard",Eckhard Siggel,"['Siggel, Eckhard']"
Econometric Society,Econometric Society,['Econometric Society']
"Hewett, Ed A",Ed A Hewett,"['Hewett, Ed A']"
Ed Diener,Ed Diener,['Ed Diener']
"Nosal, Ed",Ed Nosal,"['Nosal, Ed', 'Ed Nosal']"
"Vos, Ed",Ed Vos,"['Vos, Ed']"
"Dekel, Eddie",Eddie Dekel,"['Dekel, Eddie', 'Eddie Dekel']"
"Bekkers, Eddy",Eddy Bekkers,"['Bekkers, Eddy']"
"van Doorslaer, Eddy",Eddy van Doorslaer,"['van Doorslaer, Eddy', 'Van Doorslaer, Eddy']"
"Yu, Eden S H",Eden S H Yu,"['Yu, Eden S H']"
"Yu, Eden S. H.",Eden S. H. Yu,"['Yu, Eden S. H.']"
"Pessemier, Edgar A",Edgar A Pessemier,"['Pessemier, Edgar A']"
"Ghossoub, Edgar A.",Edgar A. Ghossoub,"['Ghossoub, Edgar A.']"
"Ghossoub, Edgar",Edgar Ghossoub,"['Ghossoub, Edgar']"
Edgar H. Johnson,Edgar H. Johnson,['Edgar H. Johnson']
"Browning, Edgar K",Edgar K Browning,"['Browning, Edgar K', 'Browning, Edgar K.']"
Edgar L. Burtis,Edgar L. Burtis,['Edgar L. Burtis']
"Feige, Edgar L.",Edgar L. Feige,"['Feige, Edgar L.', 'Feige, Edgar L', 'Edgar L. Feige']"
"Morgenroth, Edgar L. W.",Edgar L. W. Morgenroth,"['Morgenroth, Edgar L. W.']"
Edgar M. Hoover,Edgar M. Hoover,['Edgar M. Hoover']
Edgar O. Edwards,Edgar O. Edwards,['Edgar O. Edwards']
"Olsen, Edgar O.",Edgar O. Olsen,"['Olsen, Edgar O.', 'Olsen, Edgar O']"
"Preugschat, Edgar",Edgar Preugschat,"['Preugschat, Edgar']"
Edgar R. Fielder,Edgar R. Fielder,['Edgar R. Fielder']
Edgar Sydenstricker,Edgar Sydenstricker,['Edgar Sydenstricker']
"Weissenberger, Edgar",Edgar Weissenberger,"['Weissenberger, Edgar']"
"Zablotzky, Edgardo",Edgardo Zablotzky,"['Zablotzky, Edgardo']"
Edi Karni,Edi Karni,"['Edi Karni', 'Karni, Edi']"
Edison H. Cramer,Edison H. Cramer,['Edison H. Cramer']
"Yu, Edison",Edison Yu,"['Yu, Edison']"
Edith Abbott,Edith Abbott,['Edith Abbott']
"Gagnon, Edith",Edith Gagnon,"['Gagnon, Edith']"
"Ginglinger, Edith",Edith Ginglinger,"['Ginglinger, Edith']"
"Hotchkiss, Edith",Edith Hotchkiss,"['Hotchkiss, Edith']"
"Penrose, Edith",Edith Penrose,"['Penrose, Edith']"
"Rasell, Edith",Edith Rasell,"['Rasell, Edith']"
Edith S. Hotchkiss,Edith S. Hotchkiss,"['Edith S. Hotchkiss', 'Hotchkiss, Edith S', 'Hotchkiss, Edith S.']"
"Hotchkiss, Edith Shwalb",Edith Shwalb  Hotchkiss,"['Hotchkiss, Edith Shwalb']"
"Liu, Edith X.",Edith X. Liu,"['Liu, Edith X.']"
Editors,Editors,['Editors']
Edlin Aaron S.,Edlin Aaron S.,['Edlin Aaron S.']
"Bacha, Edmar",Edmar Bacha,"['Bacha, Edmar', 'Edmar Bacha']"
Edmar L. Bacha,Edmar L. Bacha,"['Edmar L. Bacha', 'Bacha, Edmar L.']"
"Bacha, Edmar Lisboa",Edmar Lisboa Bacha,"['Bacha, Edmar Lisboa']"
"Baudier, Edmond",Edmond Baudier,"['Baudier, Edmond']"
"Malinvaud, Edmond",Edmond Malinvaud,"['Malinvaud, Edmond']"
"Keung, Edmund C.",Edmund C. Keung,"['Keung, Edmund C.']"
"Cannon, Edmund",Edmund Cannon,"['Cannon, Edmund']"
Edmund E. Day,Edmund E. Day,['Edmund E. Day']
"Mantell, Edmund H",Edmund H Mantell,"['Mantell, Edmund H']"
Edmund J. James,Edmund J. James,['Edmund J. James']
"Sheehey, Edmund J.",Edmund J. Sheehey,"['Sheehey, Edmund J.', 'Sheehey, Edmund J']"
Edmund Phelps,Edmund Phelps,['Edmund Phelps']
"Becker, Edmund R",Edmund R Becker,"['Becker, Edmund R']"
Edmund S. Cannon,Edmund S. Cannon,['Edmund S. Cannon']
"Phelps, Edmund S.",Edmund S. Phelps,"['Phelps, Edmund S.', 'Edmund S. Phelps', 'Phelps, Edmund S']"
Edmund Wright,Edmund Wright,['Edmund Wright']
"Flores, Edmundo",Edmundo Flores,"['Flores, Edmundo']"
"Loehman, Edna",Edna Loehman,"['Loehman, Edna']"
"Roberts, Edna N",Edna N Roberts,"['Roberts, Edna N']"
"Loehman, Edna T",Edna T Loehman,"['Loehman, Edna T']"
"Gaffeo, Edoardo",Edoardo Gaffeo,"['Gaffeo, Edoardo']"
"Gallo, Edoardo",Edoardo Gallo,"['Gallo, Edoardo']"
Edoardo Teso,Edoardo Teso,['Edoardo Teso']
Edoh Y. Amiran,Edoh Y. Amiran,['Edoh Y. Amiran']
Edouard Challe,Edouard Challe,"['Edouard Challe', 'Challe, Edouard']"
"Chrétien, Edouard",Edouard Chrétien,"['Chrétien, Edouard']"
"Djeutem, Edouard",Edouard Djeutem,"['Djeutem, Edouard']"
Edouard Schaal,Edouard Schaal,['Edouard Schaal']
"Wagneur, Edouard",Edouard Wagneur,"['Wagneur, Edouard']"
"Wemy, Edouard",Edouard Wemy,"['Wemy, Edouard']"
"Hochreiter, Eduard",Eduard Hochreiter,"['Hochreiter, Eduard']"
"Cavallo, Eduardo A.",Eduardo A. Cavallo,"['Cavallo, Eduardo A.']"
Eduardo Borensztein,Eduardo Borensztein,"['Eduardo Borensztein', 'Borensztein, Eduardo']"
Eduardo Cavallo,Eduardo Cavallo,"['Eduardo Cavallo', 'Cavallo, Eduardo']"
Eduardo Dávila,Eduardo Dávila,['Eduardo Dávila']
"Engel, Eduardo",Eduardo Engel,"['Engel, Eduardo']"
"Mendes, Eduardo F.",Eduardo F. Mendes,"['Mendes, Eduardo F.']"
Eduardo Faingold,Eduardo Faingold,['Eduardo Faingold']
"Fajnzylber, Eduardo",Eduardo Fajnzylber,"['Fajnzylber, Eduardo']"
"Fernandez-Arias, Eduardo",Eduardo Fernandez-Arias,"['Fernandez-Arias, Eduardo']"
"Fernández-Arias, Eduardo",Eduardo Fernández-Arias,"['Fernández-Arias, Eduardo']"
"Kayo, Eduardo K.",Eduardo K. Kayo,"['Kayo, Eduardo K.']"
Eduardo L. Giménez,Eduardo L. Giménez,['Eduardo L. Giménez']
Eduardo L. Salazar,Eduardo L. Salazar,['Eduardo L. Salazar']
Eduardo Levy-Yeyati,Eduardo Levy-Yeyati,"['Eduardo Levy-Yeyati', 'Yeyati, Eduardo Levy', 'Levy-Yeyati, Eduardo', 'Levy Yeyati, Eduardo']"
Eduardo Ley,Eduardo Ley,"['Eduardo Ley', 'Ley, Eduardo']"
"Loyo, Eduardo",Eduardo Loyo,"['Loyo, Eduardo']"
"Luzio, Eduardo",Eduardo Luzio,"['Luzio, Eduardo']"
"Engel, Eduardo M R A",Eduardo M R A Engel,"['Engel, Eduardo M R A']"
Eduardo M. Azevedo,Eduardo M. Azevedo,"['Eduardo M. Azevedo', 'Azevedo, Eduardo M.']"
"Engel, Eduardo M. R. A.",Eduardo M. R. A. Engel,"['Engel, Eduardo M. R. A.', 'Eduardo M. R. A. Engel', 'Eduardo M.R.A. Engel', 'Engel, Eduardo M.R.A.']"
"Maruyama, Eduardo",Eduardo Maruyama,"['Maruyama, Eduardo']"
"Moron, Eduardo",Eduardo Moron,"['Moron, Eduardo']"
Eduardo Perez-Richet,Eduardo Perez-Richet,['Eduardo Perez-Richet']
Eduardo Perez?Richet,Eduardo Perez?Richet,['Eduardo Perez?Richet']
"Piedra, Eduardo",Eduardo Piedra,"['Piedra, Eduardo']"
"Borensztein, Eduardo R.",Eduardo R. Borensztein,"['Borensztein, Eduardo R.']"
"Rossi, Eduardo",Eduardo Rossi,"['Rossi, Eduardo']"
Eduardo S. Schwartz,Eduardo S. Schwartz,"['Eduardo S. Schwartz', 'Schwartz, Eduardo S', 'Schwartz, Eduardo S.', 'Schwartz, Eduardo S']"
Eduardo Schwartz,Eduardo Schwartz,"['Eduardo Schwartz', 'Schwartz, Eduardo']"
"Wiesner, Eduardo",Eduardo Wiesner,"['Wiesner, Eduardo']"
Eduardo Zambrano,Eduardo Zambrano,['Eduardo Zambrano']
"Zilberman, Eduardo",Eduardo Zilberman,"['Zilberman, Eduardo']"
EduardoLevy Yeyati,EduardoLevy Yeyati,"['EduardoLevy Yeyati', 'Eduardo Levy Yeyati', 'Yeyati, Eduardo Levy', 'Levy Yeyati, Eduardo']"
"Omberg, Edward",Edward  Omberg,"['Omberg, Edward', 'Omberg, Edward']"
"Hewett, Edward A",Edward A Hewett,"['Hewett, Edward A']"
"Hudson, Edward A",Edward A Hudson,"['Hudson, Edward A']"
"Kuska, Edward A",Edward A Kuska,"['Kuska, Edward A']"
Edward A. Carlin,Edward A. Carlin,['Edward A. Carlin']
Edward A. Duddy,Edward A. Duddy,['Edward A. Duddy']
"Dyl, Edward A.",Edward A. Dyl,"['Dyl, Edward A.', 'Dyl, Edward A', 'Dyl, Edward A']"
"Moses, Edward A.",Edward A. Moses,"['Moses, Edward A.']"
Edward A. Parson,Edward A. Parson,['Edward A. Parson']
Edward A. Ross,Edward A. Ross,['Edward A. Ross']
Edward Alsworth Ross,Edward Alsworth Ross,['Edward Alsworth Ross']
Edward Ames,Edward Ames,"['Edward Ames', 'Ames, Edward']"
Edward Atkinson,Edward Atkinson,['Edward Atkinson']
Edward Axel Nelson,Edward Axel Nelson,['Edward Axel Nelson']
"Montgomery, Edward B",Edward B Montgomery,"['Montgomery, Edward B']"
"Selby, Edward B, Jr",Edward B Selby,"['Selby, Edward B, Jr']"
"Barbier, Edward B.",Edward B. Barbier,"['Barbier, Edward B.', 'Edward B. Barbier']"
Edward B. Mittelman,Edward B. Mittelman,['Edward B. Mittelman']
Edward B. Whitney,Edward B. Whitney,['Edward B. Whitney']
"Baker, Edward",Edward Baker,"['Baker, Edward']"
Edward Berman,Edward Berman,['Edward Berman']
Edward Bernstein,Edward Bernstein,['Edward Bernstein']
"Buckley, Edward",Edward Buckley,"['Buckley, Edward']"
"Buffie, Edward",Edward Buffie,"['Buffie, Edward']"
"Budd, Edward C",Edward C Budd,"['Budd, Edward C']"
"Kienzle, Edward C",Edward C Kienzle,"['Kienzle, Edward C']"
"Kokkelenberg, Edward C",Edward C Kokkelenberg,"['Kokkelenberg, Edward C']"
"Lawrence, Edward C",Edward C Lawrence,"['Lawrence, Edward C', 'Lawrence, Edward C.']"
"Ratledge, Edward C",Edward C Ratledge,"['Ratledge, Edward C']"
"Beauvais, Edward C.",Edward C. Beauvais,"['Beauvais, Edward C.']"
Edward C. Ettin,Edward C. Ettin,['Edward C. Ettin']
Edward C. Jenkins,Edward C. Jenkins,['Edward C. Jenkins']
Edward C. Lunt,Edward C. Lunt,['Edward C. Lunt']
"Prescott, Edward C.",Edward C. Prescott,"['Prescott, Edward C.', 'Prescott, Edward C', 'EdwardC. Prescott', 'Edward C. Prescott']"
"Rosenthal, Edward C.",Edward C. Rosenthal,"['Rosenthal, Edward C.']"
Edward C. Simmons,Edward C. Simmons,['Edward C. Simmons']
"Cavin, Edward",Edward Cavin,"['Cavin, Edward']"
Edward Chamberlin,Edward Chamberlin,['Edward Chamberlin']
Edward Cummings,Edward Cummings,['Edward Cummings']
"Irons, Edward D",Edward D Irons,"['Irons, Edward D']"
Edward D. Jones,Edward D. Jones,['Edward D. Jones']
"Van Wesep, Edward D.",Edward D. Van Wesep,"['Van Wesep, Edward D.', 'Van Wesep, Edward D', 'Edward D. Van Wesep']"
Edward D. Zinbarg,Edward D. Zinbarg,['Edward D. Zinbarg']
Edward Dickersin Van Wesep,Edward Dickersin Van Wesep,['Edward Dickersin Van Wesep']
"Yardeni, Edward E",Edward E Yardeni,"['Yardeni, Edward E']"
Edward E. Edwards,Edward E. Edwards,['Edward E. Edwards']
Edward E. Erickson,Edward E. Erickson,['Edward E. Erickson']
"Ghartey, Edward E.",Edward E. Ghartey,"['Ghartey, Edward E.']"
"Leamer, Edward E.",Edward E. Leamer,"['Leamer, Edward E.', 'Edward E. Leamer', 'Leamer, Edward E']"
Edward E. Schlee,Edward E. Schlee,"['Edward E. Schlee', 'Schlee, Edward E']"
"Erickson, Edward",Edward Erickson,"['Erickson, Edward']"
"McKelvey, Edward F",Edward F McKelvey,"['McKelvey, Edward F']"
"Renshaw, Edward F",Edward F Renshaw,"['Renshaw, Edward F', 'Edward F. Renshaw']"
Edward F. Buffie,Edward F. Buffie,"['Edward F. Buffie', 'Buffie, Edward F.']"
Edward F. Denison,Edward F. Denison,"['Edward F. Denison', 'Denison, Edward F', 'Denison, Edward F.']"
"Foster, Edward",Edward Foster,"['Foster, Edward']"
Edward Foster Jr.,Edward Foster Jr.,['Edward Foster Jr.']
Edward Francis Schroder,Edward Francis Schroder,['Edward Francis Schroder']
"Funkhouser, Edward",Edward Funkhouser,"['Funkhouser, Edward']"
"Furman, Edward",Edward Furman,"['Furman, Edward']"
Edward G. Bourne,Edward G. Bourne,['Edward G. Bourne']
Edward Glaeser,Edward Glaeser,"['Edward Glaeser', 'Glaeser, Edward']"
Edward Greenberg,Edward Greenberg,"['Edward Greenberg', 'Greenberg, Edward']"
Edward H. Chamberlin,Edward H. Chamberlin,['Edward H. Chamberlin']
"Chow, Edward H.",Edward H. Chow,"['Chow, Edward H.']"
"Robbins, Edward Henry",Edward Henry  Robbins,"['Robbins, Edward Henry']"
Edward Herbst,Edward Herbst,"['Edward Herbst', 'Herbst, Edward']"
"Howle, Edward",Edward Howle,"['Howle, Edward']"
"Howorka, Edward",Edward Howorka,"['Howorka, Edward']"
"Hughes, Edward",Edward Hughes,"['Hughes, Edward']"
"Altman, Edward I",Edward I Altman,"['Altman, Edward I', 'Altman, Edward I', 'Altman, Edward I.', 'Edward I. Altman']"
"George, Edward I.",Edward I. George,"['George, Edward I.']"
"Lusk, Edward J",Edward J Lusk,"['Lusk, Edward J']"
"Ray, Edward J",Edward J Ray,"['Ray, Edward J']"
"Rifkin, Edward J",Edward J Rifkin,"['Rifkin, Edward J']"
"Balistreri, Edward J.",Edward J. Balistreri,"['Balistreri, Edward J.']"
"Bird, Edward J.",Edward J. Bird,"['Bird, Edward J.']"
"Bomhoff, Edward J.",Edward J. Bomhoff,"['Bomhoff, Edward J.', 'Bomhoff, Eduard J.']"
Edward J. Chambers,Edward J. Chambers,['Edward J. Chambers']
Edward J. Green,Edward J. Green,"['Edward J. Green', 'Green, Edward J', 'Green, Edward J.']"
"Kane, Edward J.",Edward J. Kane,"['Kane, Edward J.', 'Edward J. Kane', 'Edwaed J. Kane', 'Kane, Edward J', 'Kane, Edward J']"
Edward J. Lincoln,Edward J. Lincoln,['Edward J. Lincoln']
"McDonnell, Edward J.",Edward J. McDonnell,"['McDonnell, Edward J.']"
"McKenna, Edward J.",Edward J. McKenna,"['McKenna, Edward J.']"
Edward J. Nell,Edward J. Nell,"['Edward J. Nell', 'Nell, Edward J']"
"Podolski, Edward J.",Edward J. Podolski,"['Podolski, Edward J.']"
Edward J. Schumacher,Edward J. Schumacher,['Edward J. Schumacher']
"Vytlacil, Edward J.",Edward J. Vytlacil,"['Vytlacil, Edward J.', 'Edward J. Vytlacil']"
"Zychowicz, Edward J.",Edward J. Zychowicz,"['Zychowicz, Edward J.']"
"Jaenicke, Edward",Edward Jaenicke,"['Jaenicke, Edward']"
Edward John Ray,Edward John Ray,"['Edward John Ray', 'Ray, Edward John']"
"Offenbacher, Edward K.",Edward K. Offenbacher,"['Offenbacher, Edward K.']"
"Chen, Edward K. Y.",Edward K. Y. Chen,"['Chen, Edward K. Y.']"
Edward Kerby,Edward Kerby,['Edward Kerby']
Edward Kung,Edward Kung,['Edward Kung']
"Kutsoati, Edward",Edward Kutsoati,"['Kutsoati, Edward', 'Edward Kutsoati']"
"Schrems, Edward L",Edward L Schrems,"['Schrems, Edward L']"
"Winn, Edward L, Jr",Edward L Winn,"['Winn, Edward L, Jr']"
"Glaeser, Edward L.",Edward L. Glaeser,"['Glaeser, Edward L.', 'Edward L. Glaeser', 'Glaeser, Edward L']"
Edward L. Maydew,Edward L. Maydew,"['Edward L. Maydew', 'Maydew, Edward L.']"
